экстренные-службы|100|Службы спасения / экстренного вызова
коррекция-веса|150|Центры диетологии / нутрициологии
услуги-сноса-зданий|30|Снос зданий / сооружений
спецавтотехника|780|Заказ спецтехники
пряности-и-специи|970|Специи / Пряности
средства-индивидуальной-защиты-униформа|810|Спецодежда / Средства индивидуальной защиты
спецтехника|240|Спецтехника / Вспомогательные устройства
одежда-и-обувь-для-занятий-спортом|80|Спортивная одежда / обувь
оборудование-и-аксессуары-для-спорта-и-развлечений|40|Спортивно-развлекательное оборудование / Аксессуары
средства-для-растений|130|Средства защиты растений / Удобрения
продажа-стекла-и-зеркал|11240|Стекло / Зеркала|Стекло, зеркала
витрины-и-стеллажи|1070|Стеллажи / Витрины
стоматологическое-оборудование-и-материалы|1790|Стоматологическое оборудование / материалы
техника-для-строительства|40|Строительное оборудование / Вспомогательные устройства
оборудование-и-техника-для-строительства|400|Строительное оборудование / Вспомогательные устройства
оборудование-и-вспомогательные-устройства-для-строительства|50|Строительное оборудование / Вспомогательные устройства
леса-и-вышки-для-строительства|20|Строительное оборудование / Вспомогательные устройства
материалы-для-строительства-и-отделки|100|Строительные / отделочные материалы
строительство-азс-агзс|430|Строительство АЗС / АГЗС
услуги-строительства-бань-и-саун|100|Строительство бань / саун
дачное-строительство|160|Строительство дач / коттеджей|Строительство дач, коттеджей
строительство-и-монтаж-бассейнов-и-фонтанов|420|Строительство / монтаж бассейнов, аквапарков|Строительство / обслуживание фонтанов
услуги-строительства-аэс-тэц-гэс|20|Строительство и обслуживание АЭС / ГЭС / ТЭЦ
строительство-мостов-тоннелей-и-путепроводов|260|Строительство мостов / тоннелей / путепроводов
строительство-систем-газоснабжения|1020|Строительство / обслуживание систем газоснабжения|Промышленное строительство
возведение-спортивных-сооружений-площадок|120|Строительство спортивных сооружений / площадок
строительство-обслуживание-электросетей|2210|Строительство / обслуживание электросетей|Опоры линий электропередач|Строительство, обслуживание электросетей
строительство-проектирование-объектов-связи|370|Строительство / проектирование объектов связи
строительство-ремонт-дорог|3190|Строительство / ремонт дорог
ремонт-и-строительство-железных-дорог|260|Строительство / ремонт железных дорог
строительство-ремонт-наружных-инженерных-сетей|1920|Инженерные службы
продажа-сувениров|50|Сувениры
строительство-и-ремонт-судов|310|Судостроение / Судоремонт|Судовое электрооборудование / арматура|Техническое обслуживание судов / судового оборудования
сумки-кожгалантерея|690|Сумки / Кожгалантерея
суши-бары-и-рестораны|1800|Суши-бары / рестораны
реквизит-и-бутафория|100|Сценические декорации / Бутафория
костюмы-для-выступлений-сцены|30|Сценические / карнавальные костюмы / Аксессуары
сырье-для-косметической-промышленности|20|Сырьё для производства косметики / бытовой химии
сигареты-табачная-продукция|540|Табачные изделия / Товары для курения
школы-танцев|340|Школы искусств
ткани-текстиль-интерьер|1050|Текстиль / Предметы интерьера|Текстиль для ресторанов / гостиниц / санаториев|Торговые центры товаров для интерьера / ремонта
телерадиокомпании|120|Телекомпании / Радиокомпании
продажа-телефонов-и-радиотелефонов|850|Телефоны / Радиотелефоны
корты-и-теннисные-клубы|10|Теннисные корты
оборудование-для-тепловых-сетей-и-вентиляции|660|Вентиляционное / тепловое оборудование
тепловые-энергостанции|6170|Теплоснабжение / Энергоснабжение / Водоснабжение
складская-техника|40|Техника для склада / Вспомогательные устройства
технические-газы-и-криогенные-жидкости|1870|Технические газы / Криогенные жидкости
праздничные-товары-товары-для-оформления-мероприятий|150|Товары для праздничного оформления / организации праздников
праздничные-товары|310|Товары для праздничного оформления / организации праздников
гигиенические-товары-для-гостиниц-и-санаториев|140|Товары индивидуального пользования для гостиниц / санаториев
тонизирующие-процедуры|90|Тонизирующие салоны
тонировка-стекол-зданий|30|Тонирование стёкол зданий / конструкций
пленки-для-тонировки-авто|10|Тонировочные / защитные плёнки для автомобилей
пленки-для-тонировки-и-защиты-стекол|560|Тонировочные / защитные плёнки для стёкол зданий, конструкций
трц-и-моллы|380|Торгово-развлекательные центры / Моллы
специализированные-торговые-центры|20|Торговые центры / Универсальные магазины
торговые-комплексы-центры|120|Торговые центры / Универсальные магазины
депо-троллейбусные|1300|Троллейбусные депо / парки
тсж|30|Территориальные общественные самоуправления
универсамы-торговые-комплексы|90|Торговые центры / Универсальные магазины
аллерголог-иммунолог|10|Услуги аллерголога / иммунолога|Центры иммунизации
лечение-за-рубежом|20|Услуги по организации родов / лечения за рубежом
наливные-и-промышленные-полы|20|Услуги по устройству промышленных / наливных полов
уролог|7760|Услуги уролога / андролога
фотосъемка-видеосъемка-с-выездом|40|Услуги фото / видеосъёмки на выезде
обслуживание-автостекол|100|Установка / ремонт автостёкол
переработка-вторсырья|210|Утилизация отходов / Вторсырьё
материалы-и-конструкции-для-отделки-фасадов|10|Фасадные материалы / конструкции|Фасадные материалы, конструкции
продажа-ферросплавов|270|Металлы / Сплавы
физиотерапия|610|Услуги физиотерапевта
фреш-бары-бары-кислородных-коктейлей|720|Фреш-бары / Точки безалкогольных коктейлей / горячих напитков
продаша-фрешей-горячих-напитков-и-коктейлей|30|Фреш-бары / Точки безалкогольных коктейлей / горячих напитков
услуги-химчистки|10|Химчистки одежды / текстиля
церкви-соборы-и-храмы|25320|Храмы / Соборы / Церкви
картинные-галереи-и-выставки|640|Художественные выставки / Галереи
художественные-товары-и-материалы|2880|Художественные товары / материалы
школы-изобразительного-искусства-художественных-навыков|390|Детские художественные школы
раннее-развитие-детей|570|Центры раннего дошкольного развития детей
школы-циркового-искусства|130|Цирковые школы / студии
чистка-и-реставрация-пухо-перьевых-изделий|6340|Чистка / реставрация пухо-перьевых изделий
услуги-широкоформатной-печати-уф-печати|1340|Широкоформатная печать|УФ-печать
эквайринг|40|Инфокоммуникационные терминалы
экспертиза-смет-проектов-инженерной-документации|260|Экспертиза проектной документации / результатов инженерных изысканий
электродвигатели-и-редукторы|510|Электродвигатели / Редукторы
cd-dvd-bd-диски|3010|CD / DVD / BD
пиццерия|30|Кафе / рестораны быстрого питания
техническая-оптика|240|Оптические приборы
продажа-сим-карт-оптом|410|Оптовая продажа сим-карт
природоохранные-организации|1870|Организации природоохраны
помощь-во-внешнеэкономической-деятельности|50|Организация внешнеэкономической деятельности
организация-выставок|400|Организация выставок
услуги-оформления-загранпаспорта|710|Помощь в оформлении загранпаспортов
содействие-в-получении-ипотеки|2240|Помощь в оформлении ипотеки
содействие-в-получении-кредитов|80|Помощь в оформлении кредита
краски-порошковые|190|Порошковые краски
услуги-послепечатной-обработки|550|Послепечатная обработка
посуда|9100|Посуда
почтовые-отделения|4510|Почтовые отделения
справочно-правовые-системы|40|Правовые программы
услуги-предпечатной-обработки|860|Предпечатная подготовка
прокат-и-продажа-лодок-катеров|50|Лодочные станции
паломнические-службы|760|Паломнические поездки
пошив-чехлов-для-авто|7570|Пошив авточехлов / автоковров
ткани-для-портьер-шторы|10|Портьерные ткани, шторы
